id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1837196850694344813,"@hirletz The questions are
1. What image data did they use to train it ?
2. Will some EU countries suspect that they violated their rules ?",https://x.com/ylecun/status/1837196850694344813,tweet,Yann LeCun,@ylecun,1,0,0,1,341,0,2024-09-20 23:57:17,,
1837184150068928865,"@p_gves @knowclarified ...as well as in possession of a better grasp of the field than the people who, not only study the field for a living, but also conducted extensive data collection on the question.",https://x.com/ylecun/status/1837184150068928865,tweet,Yann LeCun,@ylecun,4,1,0,4,2086,0,2024-09-20 23:06:49,,
1837181477005439331,@pmddomingos @mattwridley [Citation needed],https://x.com/ylecun/status/1837181477005439331,tweet,Yann LeCun,@ylecun,67,3,9,600,46697,12,2024-09-20 22:56:11,,
1837179603745657039,@pilpulon I'm going to preemptively deport you from my list of followers.,https://x.com/ylecun/status/1837179603745657039,tweet,Yann LeCun,@ylecun,5,0,1,75,2164,1,2024-09-20 22:48:45,,
1837179461801824264,"@tannguyen2013 Well, he did everything he could to stick around after losing the last election.
He might be more successful next time.",https://x.com/ylecun/status/1837179461801824264,tweet,Yann LeCun,@ylecun,9,0,0,56,2175,0,2024-09-20 22:48:11,,
1837179208398696686,@curiouswavefn True.,https://x.com/ylecun/status/1837179208398696686,tweet,Yann LeCun,@ylecun,0,0,0,4,1731,0,2024-09-20 22:47:11,,
1837174359347073202,"@AwokeKnowing He says ""my people"" which sounds quite possessive on its own.",https://x.com/ylecun/status/1837174359347073202,tweet,Yann LeCun,@ylecun,22,0,1,50,3239,1,2024-09-20 22:27:54,,
1837172895073681576,"Reminder for new and returning students: the ‘Data Science for Everyone’ video series is here for you! Based on the course by Andrea Jones-Rooy and Arthur Spirling, it covers everything from programming to data ethics. A great intro to data science!

https://t.co/lQbwJcS4j4",https://x.com/ylecun/status/1837172895073681576,retweet,NYU Data Science,@NYUDataScience,0,0,15,0,1,0,2024-09-20 22:22:05,,
1837172598406300059,"Who suppresses factual information again?
Who suppresses scientific information they don't like?
The same people who spew disinformation and scream ""FREEDOM OF SPEECH"" when anyone tells them it's false.",https://x.com/ylecun/status/1837172598406300059,tweet,Yann LeCun,@ylecun,169,16,181,987,88209,47,2024-09-20 22:20:55,,
1837169573545554118,"Biden: ""We don't demonize immigrants. We don't single them out for attacks. We don't believe they're poisoning the blood of the country. We're a nation of immigrants and that's why we're so damn strong."" https://t.co/ZmaC7RR7n5",https://x.com/ylecun/status/1837169573545554118,retweet,Aaron Rupar,@atrupar,0,0,14102,0,-,0,2024-09-20 22:08:53,,
1837166839631122561,Tell me you want to be a dictator without telling me you want to be a dictator.,https://x.com/ylecun/status/1837166839631122561,tweet,Yann LeCun,@ylecun,176,12,240,2068,190515,107,2024-09-20 21:58:02,,
1837123427691266098,@Dr_MoosaMD @qhxj28ny94 @jmeierX Exactly.,https://x.com/ylecun/status/1837123427691266098,tweet,Yann LeCun,@ylecun,1,0,0,0,240,0,2024-09-20 19:05:31,,
1837123233906061411,"@AnimusVeritatis @qhxj28ny94 @jmeierX Indeed, the ""not"" is missing.",https://x.com/ylecun/status/1837123233906061411,tweet,Yann LeCun,@ylecun,0,0,0,1,217,0,2024-09-20 19:04:45,,
1837123108680978737,"@qhxj28ny94 @jmeierX I meant to write ""they are NOT immune to misinformation,  but...""
Becoming a scientist is not a good way to get rich.
A small number do get rich, but that was never a primary motivation for becoming a scientist.",https://x.com/ylecun/status/1837123108680978737,tweet,Yann LeCun,@ylecun,21,5,0,56,10032,5,2024-09-20 19:04:15,,
1837122517909012538,"@cliftonaduncan @jmeierX I meant to write ""they are NOT immune to misinformation,  but...""",https://x.com/ylecun/status/1837122517909012538,tweet,Yann LeCun,@ylecun,37,11,2,87,11401,0,2024-09-20 19:01:55,,
1837122289663386003,"@jmeierX I meant to write ""they are NOT immune to misinformation, but...""",https://x.com/ylecun/status/1837122289663386003,tweet,Yann LeCun,@ylecun,5,1,0,16,7493,1,2024-09-20 19:01:00,,
1837119707251401026,"Study points to animal origin of Covid-19.
Were  definite proof, but pretty strong evidence.

The whole point of the scientific method is to mimimize the effect of human cognitive biases, preconceived ideas, and prejudice.
Scientists make a hypothesis, then collect data to constitute evidence for whether the hypothesis is true or false.
One reason for the peer review process in science is to identify methodological flaws in a piece of work. A major characteristic of the process of science is to systematically question claims and see if results can be reproduced or not by different groups than the original authors.

The history of science is replete with experiments whose results showed the opposite of what the scientists set out to establish.

An example?
The 1887 Michelson-Morley experiment attempted to show the existence of the luminiferous aether by measuring differences in the speed of light in various directions due to the motion of the earth. Instead, it showed that the speed of light was constant and independent of the motion of the observer. This was explained theoretically by Einstein's theory of special relativity in 1905 (he used the constancy of the speed of light as a premise).",https://x.com/ylecun/status/1837119707251401026,tweet,Yann LeCun,@ylecun,438,67,64,684,502220,151,2024-09-20 18:50:44,,
1837087199331844156,"Trump's baseless accusations against the Haitians of Springfield give us a preview of the kind of America he and his cronies want to create -- a nation where your ethnicity's status as real Americans is always in danger of being revoked.

https://t.co/9xhquAvfLK",https://x.com/ylecun/status/1837087199331844156,retweet,Noah Smith 🐇🇺🇸🇺🇦🇹🇼,@Noahpinion,0,0,154,0,1,0,2024-09-20 16:41:34,,
1836953640801604017,"Here is a list of 12 completely fictional stories Donald Trump has told in the last month alone.

Even calling these lies does not do them justice. The Republican presidential nominee is regularly delivering vivid tales that have no basis in reality: https://t.co/YS3k7WSoTb",https://x.com/ylecun/status/1836953640801604017,retweet,Daniel Dale,@ddale8,0,0,13524,0,4,0,2024-09-20 07:50:51,,
1836941007817945396,FAIR is hiring Research Interns early this year! Feel free to apply here: https://t.co/yswD1wWSsO,https://x.com/ylecun/status/1836941007817945396,retweet,Juan Pino,@juanmiguelpino,0,0,51,0,1,0,2024-09-20 07:00:39,,
1836940673905291520,"Fragmented regulation means the EU risks missing out on the rapid innovation happening in open source and multimodal AI. We're joining representatives from 25+ European companies, researchers and developers in calling for regulatory certainty ➡️ https://t.co/5A3FxgOiNr",https://x.com/ylecun/status/1836940673905291520,retweet,AI at Meta,@AIatMeta,0,0,64,0,-,0,2024-09-20 06:59:20,,
1836939422274568357,"For 10+ years Meta open sourced quality models - many of them by the FAIR team. 
Today, European companies, academics, developers are calling on the EU to embrace the potential of AI and create a regulatory environment that fosters responsible innovation.
https://t.co/pIfPzhTnqa",https://x.com/ylecun/status/1836939422274568357,retweet,Joelle Pineau,@jpineau1,0,0,16,0,1,0,2024-09-20 06:54:21,,
1836837817466413302,@jmeierX https://t.co/36bdN0TmKx,https://x.com/ylecun/status/1836837817466413302,tweet,Yann LeCun,@ylecun,62,8,1,111,22493,11,2024-09-20 00:10:37,https://pbs.twimg.com/media/GX3CQr0WQAABGFF.jpg,
1836837504978219367,"1. I also know Right-leaning scientists. But the data is clear: people with a postgraduate education (not just scientists) generally lean Left (see chart below).
2. Scientists are accustomed to ignoring their biases and prejudices when collecting evidence and testing a hypothesis. They are immune to misinformation, but they are trained to minimize the influence of their biases, and rely on evidence, to arrive at a good model of the world.",https://x.com/ylecun/status/1836837504978219367,tweet,Yann LeCun,@ylecun,564,98,10,386,217382,42,2024-09-20 00:09:22,,
1836835748433252786,"@DeryaTR_ The data is clear, highly educated people lean left, not just scientists. https://t.co/EO52gICgB6",https://x.com/ylecun/status/1836835748433252786,tweet,Yann LeCun,@ylecun,961,100,23,650,92763,49,2024-09-20 00:02:23,https://pbs.twimg.com/media/GX3AYS1WkAALeWv.jpg,
1836834048955834618,"Jill Stein is irrelevant.
But she plays the same role as the USSR-supported German anti-nuclear movement in the 1970s and 1980s that caused Germany to limit and ultimately kill its nuclear power plant program.
The USSR and now Russia will support all destabilizing forces in the West: extremist parties on the far Right and the far Left, degrowthers, antimilitarists, etc.",https://x.com/ylecun/status/1836834048955834618,tweet,Yann LeCun,@ylecun,2,0,1,15,1033,2,2024-09-19 23:55:38,,
1836832330524283284,"The wireless communication industry: the EU standardized on GSM early on and developed cell phone services faster than the US 
The US was mired in a messy patchwork of incompatible standards for years.
The regulation of broadband Internet led to faster deployment and cheaper service in much of the EU than in the US",https://x.com/ylecun/status/1836832330524283284,tweet,Yann LeCun,@ylecun,2,0,1,20,1513,2,2024-09-19 23:48:48,,
1836830290443944441,"You know, most issues are complicated.
I'm not dogmatic, I'm pragmatic.
Regulations are neither intrinsically good or intrinsically bad.
If you are going to write regulations, you'll have to do it right.
I'm all for good regulations.
I fight bad ones that I think are counterproductive or dangerous.
Even good regulations can have bad effects when applied disparately across countries, which is an issue in the EU",https://x.com/ylecun/status/1836830290443944441,tweet,Yann LeCun,@ylecun,2,0,0,10,1094,0,2024-09-19 23:40:42,,
1836829020920631806,"@drsidsan Elon is the one who chickened out of the cage fight, speaking of pairs.",https://x.com/ylecun/status/1836829020920631806,tweet,Yann LeCun,@ylecun,3,1,2,51,2814,3,2024-09-19 23:35:39,,
1836828707060613384,"@Copyleaks You're right.
But the devil is in the details.
It's easy to get those details wrong.",https://x.com/ylecun/status/1836828707060613384,tweet,Yann LeCun,@ylecun,1,0,0,5,1567,0,2024-09-19 23:34:25,,
1836828231204237640,"@Klotzkette 1. The directives are applied very differently in different countries.
2. The most extreme interpretations of those directives make deployment of current AI systems way too risky.",https://x.com/ylecun/status/1836828231204237640,tweet,Yann LeCun,@ylecun,8,0,2,12,2534,1,2024-09-19 23:32:31,,
1836827771147894796,@credistick The problem is that EU regulatory guidelines are being implemented disparately across EU countries.,https://x.com/ylecun/status/1836827771147894796,tweet,Yann LeCun,@ylecun,5,1,0,20,3168,2,2024-09-19 23:30:41,,
1836808624611442917,"FAIR is hiring postdocs, research engineers, and research scientists in Europe and North America to work on the next generation AI systems.",https://x.com/ylecun/status/1836808624611442917,tweet,Yann LeCun,@ylecun,26,0,30,323,77972,62,2024-09-19 22:14:37,,
1836807353708269718,"""Europe needs regulatory certainty on AI""
An open letter signed by Mark Zuckerberg, me, and a number of European CEOs and academics.

The EU is well positioned to contribute to progress in AI and profit from its positive economic impact *if* regulations do not impair open research, model training, and responsible product deployment.

Meta's Llama has become the dominant platform for building AI products. The next release will be multimodal and understand visual information.
However, Meta won't be releasing this version in the EU because of regulatory restrictions on the use of content posted publicly by EU users.

I signed this letter along peers in industry and academia urging the EU to harmonize regulation so that the region does not become a technological backwater.

https://t.co/UcyJYYxHDe",https://x.com/ylecun/status/1836807353708269718,tweet,Yann LeCun,@ylecun,94,21,148,942,120924,137,2024-09-19 22:09:34,,
1836805202076180909,"People studying misinformation lean left for two reasons:
1. scientists lean left, regardless of specialty, because they care about facts.
2. misinformation today primarily comes from the Right (""they're eating the dawwwgs!"") which makes it worth studying and fighting against for people leaning left.",https://x.com/ylecun/status/1836805202076180909,tweet,Yann LeCun,@ylecun,3929,632,473,4801,2266978,774,2024-09-19 22:01:01,,
1836610190596010367,"Senator Mitt Romney: “70% of Republicans still say that Donald Trump won...Are we going to abandon truth to that degree? It’s absolutely absurd...Actually, most of the evidence I’ve seen so far has been Republicans trying to corrupt the election.” https://t.co/4wI58xyXDD",https://x.com/ylecun/status/1836610190596010367,retweet,Republicans against Trump,@RpsAgainstTrump,0,0,23791,0,-,0,2024-09-19 09:06:06,,
1836583364733669546,"With the release of Llama 3.1 405B, @TogetherCompute built LlamaCoder — an open source web app that can generate an entire app from a prompt. The repo has now been cloned by hundreds of devs on GitHub and starred 2K+ times. More on this project ➡️ https://t.co/JBvc6EYoyQ https://t.co/f8YSkJFEvi",https://x.com/ylecun/status/1836583364733669546,retweet,AI at Meta,@AIatMeta,0,0,416,0,1,0,2024-09-19 07:19:30,,
1836550110701879431,Prejudice amplification for political gain.,https://x.com/ylecun/status/1836550110701879431,tweet,Yann LeCun,@ylecun,38,2,18,150,55898,3,2024-09-19 05:07:22,,
1836400279270445422,"This isn’t some wild accusation or scare tactic. 

Republicans are admitting they would side with Big Pharma and gut the Biden-Harris law that lets Medicare negotiate drug prices, if they win. 

They are literally, openly, for higher drug prices.

https://t.co/hr0XPQXRbI",https://x.com/ylecun/status/1836400279270445422,retweet,Pete Buttigieg,@PeteButtigieg,0,0,30285,0,2,0,2024-09-18 19:11:59,,
1836399825211830748,"Happy Constitution Day!

Vote for the candidate who didn't call for the “termination” of the US Constitution https://t.co/CCs436o0Yd",https://x.com/ylecun/status/1836399825211830748,retweet,Republicans against Trump,@RpsAgainstTrump,0,0,595,0,1,0,2024-09-18 19:10:11,,
1836326257539047767,"@pbucquet @elonmusk What businesses have Marie Curie, Louis Pasteur, Albert Einstein, Richard Feynman, Bertand Russell, and Igor Stravinsky ever run?
People can have a positive impact on the world without running a business.",https://x.com/ylecun/status/1836326257539047767,tweet,Yann LeCun,@ylecun,2,0,0,16,661,2,2024-09-18 14:17:51,,
1836324189793386533,@MarkusTudor4036 @Xfactchecked ROFL. You're funny.,https://x.com/ylecun/status/1836324189793386533,tweet,Yann LeCun,@ylecun,1,0,0,2,294,0,2024-09-18 14:09:38,,
1836323313267671119,@gwensmo @QuanquanGu Have you lived there?,https://x.com/ylecun/status/1836323313267671119,tweet,Yann LeCun,@ylecun,0,0,0,0,367,0,2024-09-18 14:06:09,,
1836322575024033795,@adichiru @QuanquanGu You're not wrong.,https://x.com/ylecun/status/1836322575024033795,tweet,Yann LeCun,@ylecun,0,0,0,1,364,0,2024-09-18 14:03:13,,
1836321843919138854,@JohnKnox_1 @QuanquanGu Happy to solve your problem by blocking you.,https://x.com/ylecun/status/1836321843919138854,tweet,Yann LeCun,@ylecun,0,0,0,1,377,0,2024-09-18 14:00:19,,
1836320744608813227,@straightupnail @QuanquanGu What do you think happened?,https://x.com/ylecun/status/1836320744608813227,tweet,Yann LeCun,@ylecun,1,0,0,0,492,0,2024-09-18 13:55:57,,
1836320507815178398,"@davidwbrw @QuanquanGu Jefferson owned slaves, so no, I can't imagine him writing that.
Many Americans are very envious of the ways European governments protect their citizens against the deleterious effects of unfettered market forces with things like 5 weeks of paid vacations.",https://x.com/ylecun/status/1836320507815178398,tweet,Yann LeCun,@ylecun,1,0,0,3,654,0,2024-09-18 13:55:00,,
1836316820984168639,@C74847 @mass_reddy_ I have a strongly negative interest in it.,https://x.com/ylecun/status/1836316820984168639,tweet,Yann LeCun,@ylecun,1,0,0,4,363,0,2024-09-18 13:40:21,,
1836315379410309558,@lukeNukemAI @elonmusk Nobody sent me.,https://x.com/ylecun/status/1836315379410309558,tweet,Yann LeCun,@ylecun,5,0,0,17,1343,0,2024-09-18 13:34:38,,
1836311615639052398,"BREAKING: After Donald Trump and JD Vance asked Democrats to lower their rhetoric, CNN made a montage of all the inflammatory things Donald Trump and JD Vance have said. Retweet to make sure all Americans know it’s Trump and Vance who are the problem.https://t.co/mzFsvUO0pV",https://x.com/ylecun/status/1836311615639052398,retweet,Kamala’s Wins,@harris_wins,0,0,46587,0,1,0,2024-09-18 13:19:40,,
1836310837880934857,@pathak2206 @techreview Congrats Deepak 👏,https://x.com/ylecun/status/1836310837880934857,tweet,Yann LeCun,@ylecun,1,0,0,8,3044,0,2024-09-18 13:16:35,,
1836308172123807986,"I meant to write the exact same point Yuandong's in response to this paper, but he beat me to it.
The relevance of this result and its potential for misinterpretation is exactly the same as with the statement ""2-layer networks and kernel machines can approximate any function as close as we want, hence we don't need deep learning."" 
[you would not believe how many times I heard this argument between 1995 and 2010].
The answer is ""yes, in principle. But for almost any function of interest, the number of units in the first layer will have to be impractically large.""",https://x.com/ylecun/status/1836308172123807986,tweet,Yann LeCun,@ylecun,41,5,48,534,153830,282,2024-09-18 13:05:59,,
1836152217717690599,"@GionoH @Orwelian84 No, he specifically did not.",https://x.com/ylecun/status/1836152217717690599,tweet,Yann LeCun,@ylecun,1,0,0,1,324,0,2024-09-18 02:46:17,,
1836148970147442908,"Looking forward, @kbeguir",https://x.com/ylecun/status/1836148970147442908,tweet,Yann LeCun,@ylecun,4,0,9,36,43695,2,2024-09-18 02:33:23,,
1836148655008718867,"The difference: 

The upsetting things said by Trump and Vance are not true. 

The upsetting things said about Trump and Vance are true.

Trump really did mount a violent coup against the Constitution. He and his relatives really did take bribes in office, including from foreign",https://x.com/ylecun/status/1836148655008718867,retweet,David Frum,@davidfrum,0,0,12784,0,-,0,2024-09-18 02:32:08,,
1836148259724644446,"@elonmusk If they actually wanted to do this, it would have been in their interest to do it *before* the coming election.
But there has been no indication of any desire to do so, before or after the election.
You're just trying to play the victim with more bEloney.",https://x.com/ylecun/status/1836148259724644446,tweet,Yann LeCun,@ylecun,208,16,133,3008,82183,31,2024-09-18 02:30:33,,
1836133143234953585,"*ALL* liberal democracies are grounded in freedom of speech, individual liberty, and democratic choice.
As I said, differences are in the details. 
Many EU countries have stronger rules against a concentration of media ownership than the US.
The US thinks gun ownership is essential to liberty. All other countries think that you can't have liberty if everyone walks around with guns.
The US thinks it's fine for a voter from Wyoming to have 3.6x times the influence than a voter from California in presidential elections (and 64x in senatorial elections!!!). Most EU countries abide by the basic democratic principle of ""one person one vote.""
All OECD countries think that paid vacations, parental leaves, access to higher education, and health insurance are basic rights. The US doesn't.
Most EU countries think you have a right not to be discriminated against vilified because of your ethnicity and other personal characteristics. The US thinks you have a right not to be discriminated against, but being vilified is just fine.

For Europeans having grown up in the decades after WWII, Trump has *all* the features the 1930s European fascists: scapegoating minorities, jingoism, refusing to accept the results of elections, telling followers they are the ""chosen people"", vilifying the press and the media, claiming that elections and the justice system are rigged, lying systematically, threatening opponents with jail (""lock her up!""), threatening to fire civil servants, threatening to cancel the license of a national TV channel,...",https://x.com/ylecun/status/1836133143234953585,tweet,Yann LeCun,@ylecun,7,0,3,49,3618,5,2024-09-18 01:30:29,,
1836107488959304134,"@mass_reddy_ Yeah, pretty much. 
There is a bit of teaching in there, too.
Elontrolling and the defense of liberal democracy is more like a hobby, though.",https://x.com/ylecun/status/1836107488959304134,tweet,Yann LeCun,@ylecun,1,0,0,39,2630,0,2024-09-17 23:48:33,,
1836030361123360977,@steeve Bravo 👏,https://x.com/ylecun/status/1836030361123360977,tweet,Yann LeCun,@ylecun,1,1,4,70,15069,2,2024-09-17 18:42:04,,
1836030233796874244,"ZML: a  high-performance AI inference stack that can parallelize and run deep learning systems on lots of different hardware.
It's out of stealth, impressive, and open source.",https://x.com/ylecun/status/1836030233796874244,tweet,Yann LeCun,@ylecun,26,15,243,1760,200679,894,2024-09-17 18:41:34,,
1836020542442230168,@pedroramalhoc @Carlosdavila007 @elonmusk Spewing batshit-crazy conspiracy theories and disinformation to 200 million followers on his own social network to support an aspiring dictator.,https://x.com/ylecun/status/1836020542442230168,tweet,Yann LeCun,@ylecun,5,0,0,4,504,1,2024-09-17 18:03:03,,
1836020055949160521,"@hilton904 @Carlosdavila007 @elonmusk You obviously don't know me, and you don't seem to know many Democrats, either.",https://x.com/ylecun/status/1836020055949160521,tweet,Yann LeCun,@ylecun,2,0,0,1,379,0,2024-09-17 18:01:07,,
1836019411259445662,"@chrimbs @Carlosdavila007 @elonmusk To anyone who knows anything about history, Trump is an obvious danger to democracy. Musk is a vocal Trump enabler with a huge megaphone.",https://x.com/ylecun/status/1836019411259445662,tweet,Yann LeCun,@ylecun,3,0,0,9,1104,2,2024-09-17 17:58:33,,
1836018872937320628,"@Dan_a_rama @Carlosdavila007 @elonmusk It's not an assumption, it's an observation.
The history of 1930s Europe makes its interpretation obvious.",https://x.com/ylecun/status/1836018872937320628,tweet,Yann LeCun,@ylecun,6,0,0,7,768,1,2024-09-17 17:56:25,,
1836018148211896656,"@AlainLe89396509 @XJournaLK @RajDuncan @elonmusk It turned well in 1945 Europe and Japan.
It turned pretty well in the Balkans in the 1990s.
Not so well in many others, including Vietnam, Afghanistan,...",https://x.com/ylecun/status/1836018148211896656,tweet,Yann LeCun,@ylecun,3,0,0,3,714,0,2024-09-17 17:53:32,,
1836016828276957392,"@XJournaLK @RajDuncan @elonmusk Dude, I can do copy-paste.
It's faster than retyping.
You should try it sometimes.",https://x.com/ylecun/status/1836016828276957392,tweet,Yann LeCun,@ylecun,4,0,0,24,2492,0,2024-09-17 17:48:18,,
1836015391635595631,@Xfactchecked I just solved your embarrassment. Blocked.,https://x.com/ylecun/status/1836015391635595631,tweet,Yann LeCun,@ylecun,2,0,0,26,1892,0,2024-09-17 17:42:35,,
1836014484533530708,"@roy_nathanson You don't seem to understand what the words ""dehumanization"" and ""scapegoat"" mean.",https://x.com/ylecun/status/1836014484533530708,tweet,Yann LeCun,@ylecun,4,0,0,69,2834,0,2024-09-17 17:38:59,,
1836013740870808008,@benrayfield There are three major falsehoods and unhinged conspiracy theories in your short comment.,https://x.com/ylecun/status/1836013740870808008,tweet,Yann LeCun,@ylecun,2,0,0,48,2009,0,2024-09-17 17:36:01,,
1836011883372974446,"1. American values are precisely what is being trampled by Trump, Musk, and their followers. That's what I'm fighting for.
2. American values, French values, and the values on which modern liberal democracies are built are very similar. There are differences in details and practice.
3. People who have lived in multiple countries (I've lived in 3 countries) see the differences in how they operate. The advantages of each country are obvious, but the flaws are also obvious. You see one thing being done right in one country, and you wonder why the other country doesn't do it right, too. I can list many things that France and Canada do right and the US doesn't, and vice versa. There are things I love and things I find infuriating on both sides. 
4. Some of the things that the US does right were sufficiently important to me in the early 1990s to prompt me to stay in the US (this was the Clinton years). That doesn't stop me from seeing the flaws and wanting to point out that other countries have solved the same problems.
5. One problem of the US is its huge superiority complex. it is unwilling to take lessons from other countries and learn how they've solved the very same problems the US is facing. It is willing to ignore or even embrace its own flaws by claiming that the underlying causes of these flaws are what makes it successful.  It's false. You just made that mistake.",https://x.com/ylecun/status/1836011883372974446,tweet,Yann LeCun,@ylecun,22,0,5,149,11812,12,2024-09-17 17:28:39,,
1835934391610044423,@MarkMalone8383 @elonmusk The battle against enemies of democracy must be fought on their own territory.,https://x.com/ylecun/status/1835934391610044423,tweet,Yann LeCun,@ylecun,11,1,0,40,4936,1,2024-09-17 12:20:43,,
1835934057684762874,@PlainVa86760081 @elonmusk The battle against enemies of democracy must be fought on their own territory.,https://x.com/ylecun/status/1835934057684762874,tweet,Yann LeCun,@ylecun,15,1,0,34,5025,0,2024-09-17 12:19:24,,
1835933721800651254,"@jcruzasaurus @elonmusk I'm not mean, but he is dangerous.",https://x.com/ylecun/status/1835933721800651254,tweet,Yann LeCun,@ylecun,16,0,0,49,5769,1,2024-09-17 12:18:03,,
1835933461934149833,"@Carlosdavila007 @elonmusk Forgive his attempt to destroy democracy?
No.",https://x.com/ylecun/status/1835933461934149833,tweet,Yann LeCun,@ylecun,29,0,2,76,7717,4,2024-09-17 12:17:01,,
